takilman,"	takilmen
"
calla,"	callas
"
phalaropus,"	phalaropera
"
sigyn,"	sigyns
"
despotism,"	despotisms
"
wireman,"	wiremen
"
pronk,"	pronks
"
concur,"	concurs
"
bessemer,"	bessemers
"
isis,"	ises
"
assyriology,"	assyriologies
"
synchroneity,"	synchroneities
"
bunch,"	bunches
"
cylix,"	cylixes
"
heatless,"	heatlesses
"
discourtesy,"	discourtesies
"
breach,"	breaches
"
korbut,"	korbuts
"
obscureness,"	obscurenesses
"
anthracosis,"	anthracoses
"
clonal,"	clonals
"
trichuriasis,"	trichuriases
"
ornery,"	orneries
"
sightedness,"	sightednesses
"
watch,"	watches
"
swatch,"	swatches
"
astereognosis,"	astereognoses
"
murderer,"	murderers
"
pow,"	pows
"
crewman,"	crewmen
"
anthology,"	anthologies
"
incompetent,"	incompetents
"
gutsiness,"	gutsinesses
"
breezy,"	breezies
"
expectancy,"	expectancies
"
metastability,"	metastabilities
"
ornateness,"	ornatenesses
"
jung,"	jungs
"
vesiculitis,"	vesiculitis
"
creaseless,"	creaselesses
"
paleozoology,"	paleozoologies
"
aboveground,"	abovegrounds
"
posseman,"	possemen
"
choreography,"	choreographies
"
foolishness,"	foolishnesses
"
asynergy,"	asynergies
"
openness,"	opennesses
"
spermatocele,"	spermatoceles
"
ziti,"	zitis
"
manuscript,"	manuscripts
"
trenton,"	trentons
"
induction,"	inductions
"
sigmoidoscopy,"	sigmoidoscopies
"
skittish,"	skittishes
"
abiotrophy,"	abiotrophies
"
arthrocentesis,"	arthrocenteses
"
enterovirus,"	enteroviruss
"
gastromy,"	gastromies
"
moose,"	mooses
"
immutableness,"	immutablenesses
"
plushy,"	plushies
"
transience,"	transiences
"
trombiculiasis,"	trombiculiases
"
isohel,"	isohels
"
thermoelectricity,"	thermoelectricities
"
melancholiac,"	melancholiacs
"
androglossia,"	androglossias
"
skulduggery,"	skulduggeries
"
witchery,"	witcheries
"
yon,"	yons
"
lithuresis,"	lithureses
"
putrid,"	putrids
"
hydatidosis,"	hydatidoses
"
skittishness,"	skittishnesses
"
solidus,"	soliduss
"
celebrity,"	celebrities
"
dissatisfactory,"	dissatisfactories
"
scratchy,"	scratchies
"
progressivity,"	progressivities
"
prater,"	praters
"
manawydan,"	manawydans
"
assess,"	assesses
"
hyperdactyly,"	hyperdactylies
"
gravidness,"	gravidnesses
"
bractlet,"	bractlets
"
phylogeny,"	phylogenies
"
goony,"	goonies
"
testatrix,"	testatrices
"
temperateness,"	temperatenesses
"
crosscurrent,"	crosscurrents
"
pridefulness,"	pridefulnesses
"
stypsis,"	stypses
"
iodinate,"	iodinates
"
ephemeralness,"	ephemeralnesses
"
brininess,"	brininesses
"
canopy,"	canopies
"
child,"	children
"
wheelhouse,"	wheelhouses
"
chequer,"	chequers
"
classificatory,"	classificatories
"
fourpenny,"	fourpennies
"
paresis,"	pareses
"
breastbone,"	breastbones
"
harry,"	harries
"
bliss,"	blisses
"
togetherness,"	togethernesses
"
thoughtless,"	thoughtlesses
"
roundhouse,"	roundhouses
"
fundraising,"	fundraisings
"
bdellium,"	bdelliums
"
baseboard,"	baseboards
"
gretzky,"	gretzkies
"
arteriolosclerosis,"	arterioloscleroses
"
insanity,"	insanities
"
schistosomiasis,"	schistosomiases
"
pyrograph,"	pyrographs
"
simplicity,"	simplicities
"
venogram,"	venograms
"
kvetch,"	kvetches
"
pressman,"	pressmen
"
sublimity,"	sublimities
"
persuasiveness,"	persuasivenesses
"
sociability,"	sociabilities
"
cestidae,"	cestidaes
"
quackery,"	quackeries
"
interleaf,"	interleaves
"
lethargy,"	lethargies
"
feckless,"	fecklesses
"
phylloscopus,"	phylloscopera
"
dakoity,"	dakoities
"
congratulatory,"	congratulatories
"
minatory,"	minatories
"
eucharist,"	eucharists
"
rhinoceros,"	rhinoceros
"
benni,"	bennis
"
flotilla,"	flotillas
"
baroqueness,"	baroquenesses
"
gaga,"	gagas
"
spraguea,"	spragueas
"
lignify,"	lignifies
"
retentivity,"	retentivities
"
covey,"	coveys
"
calliopsis,"	calliopses
"
icsh,"	icshes
"
avogadro,"	avogadroes
"
schema,"	schemata
"
generality,"	generalities
"
limitless,"	limitlesses
"
crabbedness,"	crabbednesses
"
voltage,"	voltages
"
strongbox,"	strongboxes
"
unavailability,"	unavailabilities
"
latency,"	latencies
"
vice,"	vices
"
chinless,"	chinlesses
"
reciprocality,"	reciprocalities
"
silkgrass,"	silkgrasses
"
defamatory,"	defamatories
"
neuroepithelioma,"	neuroepitheliomas
"
laxness,"	laxnesses
"
commensurateness,"	commensuratenesses
"
rapidness,"	rapidnesses
"
perspex,"	perspexes
"
inch,"	inches
"
conclusiveness,"	conclusivenesses
"
goya,"	goyas
"
symmetry,"	symmetries
"
cheiloschisis,"	cheiloschises
"
lexicology,"	lexicologies
"
beastliness,"	beastlinesses
"
sterilization,"	sterilizations
"
slobgollion,"	slobgollions
"
debauchery,"	debaucheries
"
sontag,"	sontags
"
phanerogam,"	phanerogams
"
cobs,"	cobss
"
cholangiography,"	cholangiographies
"
gentleman,"	gentlemen
"
scaler,"	scalers
"
legacy,"	legacies
"
acantholysis,"	acantholyses
"
ruthfulness,"	ruthfulnesses
"
curiosity,"	curiosities
"
meagerness,"	meagernesses
"
docility,"	docilities
"
effortless,"	effortlesses
"
poltroon,"	poltroons
"
beno,"	benoes
"
baiza,"	baizas
"
friendless,"	friendlesses
"
tnt,"	tnts
"
lymphangiectasis,"	lymphangiectases
"
radiography,"	radiographies
"
modality,"	modalities
"
phoenix,"	phoenixes
"
reflexly,"	reflexlies
"
sex,"	sexes
"
mahoe,"	mahoes
"
isopod,"	isopods
"
virtuosity,"	virtuosities
"
orderer,"	orderers
"
supermex,"	supermexes
"
moistness,"	moistnesses
"
spidery,"	spideries
"
eutrophication,"	eutrophications
"
rigourousness,"	rigourousnesses
"
changeless,"	changelesses
"
metaphysis,"	metaphyses
"
corythosaurus,"	corythosauruss
"
destiny,"	destinies
"
nobleness,"	noblenesses
"
bradypus,"	bradypuss
"
conventioneer,"	conventioneers
"
elegy,"	elegies
"
hubel,"	hubels
"
zoonosis,"	zoonoses
"
ratio,"	ratios
"
mumpsimus,"	mumpsimuss
"
sensuality,"	sensualities
"
fatuousness,"	fatuousnesses
"
pilotless,"	pilotlesses
"
presbytery,"	presbyteries
"
choice,"	choices
"
muddy,"	muddies
"
shoofly,"	shooflies
"
faintheartedness,"	faintheartednesses
"
considerateness,"	consideratenesses
"
sapidity,"	sapidities
"
hydrology,"	hydrologies
"
infirmity,"	infirmities
"
tastefulness,"	tastefulnesses
"
hesitancy,"	hesitancies
"
samarium,"	samariums
"
voicelessness,"	voicelessnesses
"
bottomless,"	bottomlesses
"
dermatophytosis,"	dermatophytoses
"
eaton,"	eatons
"
ye,"	yes
"
catechu,"	catechus
"
adjacency,"	adjacencies
"
vibrancy,"	vibrancies
"
ecumenism,"	ecumenisms
"
ky,"	kies
"
tomboy,"	tomboys
"
minty,"	minties
"
palmistry,"	palmistries
"
bratty,"	bratties
"
conceptuality,"	conceptualities
"
aby,"	abies
"
sultriness,"	sultrinesses
"
happiness,"	happiness
"
colpoxerosis,"	colpoxeroses
"
ripeness,"	ripenesses
"
detergency,"	detergencies
"
cytogenesis,"	cytogeneses
"
occupy,"	occupies
"
chess,"	chesses
"
lorica,"	loricas
"
adultery,"	adulteries
"
confidante,"	confidantes
"
birch,"	birches
"
trusty,"	trusties
"
coccobacillus,"	coccobacilluss
"
objectionableness,"	objectionablenesses
"
roadworthiness,"	roadworthinesses
"
colonoscopy,"	colonoscopies
"
proline,"	prolines
"
turtle,"	turtles
"
gynaecology,"	gynaecologies
"
tiddler,"	tiddlers
"
repossess,"	repossesses
"
hypothesis,"	hypotheses
"
unpredictability,"	unpredictabilities
"
cornishman,"	cornishmen
"
policeman,"	policemen
"
strauss,"	strausses
"
uncheerfulness,"	uncheerfulnesses
"
flaccidity,"	flaccidities
"
trash,"	trashes
"
ibex,"	ibexes
"
layabout,"	layabouts
"
perignon,"	perignons
"
librarianship,"	librarianships
"
toleration,"	tolerations
"
incommutability,"	incommutabilities
"
acromyotonia,"	acromyotonias
"
obsoleteness,"	obsoletenesses
"
onychosis,"	onychoses
"
streaker,"	streakers
"
cocksfoot,"	cocksfeet
"
vainglory,"	vainglories
"
geniality,"	genialities
"
elevate,"	elevates
"
planography,"	planographies
"
spooky,"	spookies
"
subclass,"	subclasses
"
duplicability,"	duplicabilities
"
gonion,"	gonions
"
damkina,"	damkinas
"
chance,"	chances
"
bhutan,"	bhutans
"
gruesomeness,"	gruesomenesses
"
endpoint,"	endpoints
"
expository,"	expositories
"
sapphism,"	sapphisms
"
palaeodendrology,"	palaeodendrologies
"
entomology,"	entomologies
"
semiramis,"	semiramiss
"
photoflash,"	photoflashes
"
brosmius,"	brosmiuss
"
chemotherapy,"	chemotherapies
"
declassify,"	declassifies
"
derisory,"	derisories
"
telefax,"	telefaxes
"
secludedness,"	secludednesses
"
furniture,"	furniture
"
ass,"	asses
"
pleach,"	pleaches
"
pseudoryx,"	pseudoryxes
"
ergotropism,"	ergotropisms
"
bestow,"	bestows
"
phlebothrombosis,"	phlebothromboses
"
chigger,"	chiggers
"
batfowl,"	batfowls
"
necromancy,"	necromancies
"
adieu,"	adieu
"
manageress,"	manageresses
"
stitch,"	stitches
"
dormitory,"	dormitories
"
revolutionary,"	revolutionaries
"
tollman,"	tollmen
"
lifestyle,"	lifestyles
"
lightless,"	lightlesses
"
godlessness,"	godlessnesses
"
dacoity,"	dacoities
"
monogram,"	monograms
"
tenderheartedness,"	tenderheartednesses
"
pudgy,"	pudgies
"
fibrinolysis,"	fibrinolyses
"
mode,"	modes
"
factory,"	factories
"
pry,"	pries
"
bibliomania,"	bibliomanias
"
pyramid,"	pyramids
"
touristry,"	touristries
"
deviltry,"	deviltries
"
parity,"	parities
"
pilsener,"	pilseners
"
hospitalisation,"	hospitalisations
"
thunderstruck,"	thunderstrucks
"
landlessness,"	landlessnesses
"
dba,"	dbas
"
essentialness,"	essentialnesses
"
accurse,"	accurses
"
pseudoperipteral,"	pseudoperipterals
"
vulgarity,"	vulgarities
"
pretty,"	pretties
"
squawbush,"	squawbushes
"
sinewy,"	sinewies
"
faithfulness,"	faithfulnesses
"
hushim,"	hushims
"
perigone,"	perigones
"
wrapping,"	wrappings
"
unemotionality,"	unemotionalities
"
conceivability,"	conceivabilities
"
citizenry,"	citizenries
"
municipality,"	municipalities
"
frivolity,"	frivolities
"
vex,"	vexes
"
filth,"	filths
"
mout,"	mouts
"
laundrywoman,"	laundrywomen
"
ceiling,"	ceilings
"
harpullia,"	harpullias
"
idolator,"	idolators
"
quetch,"	quetches
"
sincerity,"	sincerities
"
soundboard,"	soundboards
"
diethylstilbesterol,"	diethylstilbesterols
"
whatsis,"	whatses
"
offensiveness,"	offensivenesses
"
pushiness,"	pushinesses
"
homozygosity,"	homozygosities
"
deformity,"	deformities
"
quarantine,"	quarantines
"
splashiness,"	splashinesses
"
akron,"	akrons
"
kinesiology,"	kinesiologies
"
mischievousness,"	mischievousnesses
"
aix,"	aixes
"
obturate,"	obturates
"
tammy,"	tammies
"
juicy,"	juicies
"
rommany,"	rommanies
"
congruity,"	congruities
"
tempestuousness,"	tempestuousnesses
"
confusedness,"	confusednesses
"
recentness,"	recentnesses
"
gonadotrophin,"	gonadotrophins
"
cash,"	cashes
"
manky,"	mankies
"
toss,"	tosses
"
coiffe,"	coiffes
"
sinfulness,"	sinfulnesses
"
nash,"	nashes
"
qadi,"	qadis
"
seismologist,"	seismologists
"
lobectomy,"	lobectomies
"
chiasma,"	chiasmas
"
seljuk,"	seljuks
"
speedup,"	speedups
"
peristalsis,"	peristalses
"
stayman,"	staymen
"
oilman,"	oilmen
"
perverseness,"	perversenesses
"
loquacity,"	loquacities
"
appreciativeness,"	appreciativenesses
"
recopy,"	recopies
"
cow,"	kine
"
downrightness,"	downrightnesses
"
aerobiosis,"	aerobioses
"
myosis,"	myoses
"
consciousness,"	consciousnesses
"
buchner,"	buchners
"
changelessness,"	changelessnesses
"
electrophoresis,"	electrophoreses
"
gameness,"	gamenesses
"
tertry,"	tertries
"
inclemency,"	inclemencies
"
garry,"	garries
"
tintinnabulation,"	tintinnabulations
"
widowman,"	widowmen
"
lastreopsis,"	lastreopses
"
neology,"	neologies
"
skinniness,"	skinninesses
"
pathless,"	pathlesses
"
periphrasis,"	periphrases
"
simvastatin,"	simvastatins
"
horridness,"	horridnesses
"
boneless,"	bonelesses
"
mri,"	mris
"
fooling,"	foolings
"
perry,"	perries
"
vasotomy,"	vasotomies
"
odiousness,"	odiousnesses
"
soundness,"	soundnesses
"
impossibility,"	impossibilities
"
mayacaceae,"	mayacaceaes
"
tittivation,"	tittivations
"
schoolhouse,"	schoolhouses
"
sashay,"	sashays
"
bam,"	bams
"
hardy,"	hardies
"
thrash,"	thrashes
"
karyokinesis,"	karyokineses
"
christianity,"	christianities
"
crotchety,"	crotcheties
"
paracheirodon,"	paracheirodons
"
astringe,"	astringes
"
precipitateness,"	precipitatenesses
"
holonymy,"	holonymies
"
possibleness,"	possiblenesses
"
panther,"	panthers
"
secrecy,"	secrecies
"
erroneousness,"	erroneousnesses
"
goulash,"	goulashes
"
telephony,"	telephonies
"
successiveness,"	successivenesses
"
scollop,"	scollops
"
amebiosis,"	amebioses
"
pricelessness,"	pricelessnesses
"
tidiness,"	tidinesses
"
daimler,"	daimlers
"
felicitousness,"	felicitousnesses
"
epigraphy,"	epigraphies
"
inadmissibility,"	inadmissibilities
"
deeply,"	deeplies
"
lightness,"	lightnesses
"
frippery,"	fripperies
"
warehouse,"	warehouses
"
incredulity,"	incredulities
"
warmheartedness,"	warmheartednesses
"
resplendency,"	resplendencies
"
paeony,"	paeonies
"
clinoril,"	clinorils
"
inset,"	insets
"
catch,"	catches
"
sociobiology,"	sociobiologies
"
diagnosis,"	diagnoses
"
cryptograph,"	cryptographs
"
monopsony,"	monopsonies
"
solvency,"	solvencies
"
propinquity,"	propinquities
"
illustriousness,"	illustriousnesses
"
flounder,"	flounder
"
distastefulness,"	distastefulnesses
"
nervelessness,"	nervelessnesses
"
gush,"	gushes
"
rescriptor,"	rescriptors
"
immateriality,"	immaterialities
"
sabertooth,"	saberteeth
"
epicalyx,"	epicalyxes
"
bosomy,"	bosomies
"
transmogrify,"	transmogrifies
"
raudixin,"	raudixins
"
semiconductor,"	semiconductors
"
indebtedness,"	indebtednesses
"
schlesien,"	schlesiens
"
linkman,"	linkmen
"
tremendousness,"	tremendousnesses
"
suspensory,"	suspensories
"
interrelatedness,"	interrelatednesses
"
outgo,"	outgoes
"
macamba,"	macambas
"
dustiness,"	dustinesses
"
sheep,"	sheep
"
importune,"	importunes
"
donbass,"	donbasses
"
riband,"	ribands
"
giddy,"	giddies
"
ataxy,"	ataxies
"
canaan,"	canaans
"
temporalty,"	temporalties
"
remicade,"	remicades
"
infrequency,"	infrequencies
"
chirology,"	chirologies
"
archine,"	archines
"
khadafy,"	khadafies
"
cruelty,"	cruelties
"
immunogenicity,"	immunogenicities
"
pronoun,"	pronouns
"
appropriateness,"	appropriatenesses
"
serigraphy,"	serigraphies
"
hyrax,"	hyraxes
"
loss,"	losses
"
guinness,"	guinnesses
"
transporter,"	transporters
"
jewess,"	jewesses
"
faraway,"	faraways
"
assertiveness,"	assertivenesses
"
turnup,"	turnups
"
dinky,"	dinkies
"
salmacis,"	salmaces
"
ellipticity,"	ellipticities
"
amentia,"	amentias
"
calabash,"	calabashes
"
perspicuousness,"	perspicuousnesses
"
redetermination,"	redeterminations
"
proclivity,"	proclivities
"
pesach,"	pesaches
"
primer,"	primers
"
formidability,"	formidabilities
"
hypermenorrhea,"	hypermenorrheas
"
abacus,"	abacuss
"
multiphase,"	multiphases
"
dateless,"	datelesses
"
gesso,"	gessoes
"
cainogenesis,"	cainogeneses
"
tortuousness,"	tortuousnesses
"
amendatory,"	amendatories
"
glechoma,"	glechomas
"
barbuda,"	barbudas
"
pippin,"	pippins
"
marsh,"	marshes
"
sauteed,"	sauteeds
"
waterbury,"	waterburies
"
whipstitch,"	whipstitches
"
spotless,"	spotlesses
"
exiguity,"	exiguities
"
potomania,"	potomanias
"
osteopetrosis,"	osteopetroses
"
deplumate,"	deplumates
"
geothlypis,"	geothlypiss
"
fricandeau,"	fricandeaux
"
paleocortex,"	paleocortexes
"
classify,"	classifies
"
myelitis,"	myelitis
"
horseman,"	horsemen
"
knowingness,"	knowingnesses
"
flimsy,"	flimsies
"
bindery,"	binderies
"
aplysia,"	aplysias
"
resiliency,"	resiliencies
"
genus,"	genera
"
crush,"	crushes
"
cocksureness,"	cocksurenesses
"
practicality,"	practicalities
"
preposition,"	prepositions
"
synonymity,"	synonymities
"
raillery,"	railleries
"
stanza,"	stanzas
"
dot,"	dots
"
pepperiness,"	pepperinesses
"
pollachius,"	pollachiuss
"
sootiness,"	sootinesses
"
cooperativeness,"	cooperativenesses
"
miserableness,"	miserablenesses
"
mustard,"	mustard
"
cowlick,"	cowlicks
"
murky,"	murkies
"
intersex,"	intersexes
"
austereness,"	austerenesses
"
tenantry,"	tenantries
"
plethodon,"	plethodons
"
calvino,"	calvinoes
"
perithelium,"	peritheliums
"
staidness,"	staidnesses
"
tare,"	tares
"
maury,"	mauries
"
radiolysis,"	radiolyses
"
apophasis,"	apophases
"
dieback,"	diebacks
"
peripety,"	peripeties
"
raul,"	rauls
"
shabby,"	shabbies
"
museum,"	museums
"
potentate,"	potentates
"
inelegance,"	inelegances
"
crass,"	crasses
"
indusium,"	indusiums
"
brachydactylia,"	brachydactylias
"
inexplicitness,"	inexplicitnesses
"
runty,"	runties
"
lavishness,"	lavishnesses
"
lonesomeness,"	lonesomenesses
"
advertency,"	advertencies
"
unharness,"	unharnesses
"
coyly,"	coylies
"
racon,"	racons
"
hemingway,"	hemingways
"
nanotechnology,"	nanotechnologies
"
preparatory,"	preparatories
"
spry,"	spries
"
moirai,"	moirais
"
footfall,"	footfalls
"
combustibility,"	combustibilities
"
rho,"	rhoes
"
shepherdess,"	shepherdesses
"
infallibility,"	infallibilities
"
sleety,"	sleeties
"
librate,"	librates
"
aloneness,"	alonenesses
"
tamanoir,"	tamanoirs
"
reseau,"	reseaux
"
transitiveness,"	transitivenesses
"
decapitation,"	decapitations
"
chemistry,"	chemistries
"
lottery,"	lotteries
"
fluorosis,"	fluoroses
"
brownshirt,"	brownshirts
"
enology,"	enologies
"
forum,"	forums
"
painfulness,"	painfulnesses
"
hiawatha,"	hiawathas
"
corpus,"	corpora
"
turkish,"	turkishes
"
duality,"	dualities
"
midair,"	midairs
"
dizen,"	dizens
"
semigloss,"	semiglosses
"
contender,"	contenders
"
coppery,"	copperies
"
unfaithfulness,"	unfaithfulnesses
"
odontology,"	odontologies
"
impecuniousness,"	impecuniousnesses
"
retinitis,"	retinitis
"
symbolisation,"	symbolisations
"
unity,"	unities
"
telekinesis,"	telekineses
"
cyclosorus,"	cyclosoruss
"
outwardness,"	outwardnesses
"
otosclerosis,"	otoscleroses
"
risklessness,"	risklessnesses
"
inexpediency,"	inexpediencies
"
jurywoman,"	jurywomen
"
lx,"	lxes
"
sheepman,"	sheepmen
"
shantung,"	shantungs
"
troponymy,"	troponymies
"
facetiousness,"	facetiousnesses
"
sunglass,"	sunglasses
"
hemipode,"	hemipodes
"
codariocalyx,"	codariocalyxes
"
berteroa,"	berteroas
"
epanorthosis,"	epanorthoses
"
dogwatch,"	dogwatches
"
lushness,"	lushnesses
"
ametropic,"	ametropics
"
profitability,"	profitabilities
"
valueless,"	valuelesses
"
lallation,"	lallations
"
quenchless,"	quenchlesses
"
bassoonist,"	bassoonists
"
herm,"	herms
"
prototypic,"	prototypics
"
headspace,"	headspaces
"
witness,"	witnesses
"
biometry,"	biometries
"
telegnosis,"	telegnoses
"
caribou,"	caribous
"
messiness,"	messinesses
"
shallowly,"	shallowlies
"
sacristy,"	sacristies
"
habitableness,"	habitablenesses
"
faintness,"	faintnesses
"
seemliness,"	seemlinesses
"
egoism,"	egoisms
"
lengthiness,"	lengthinesses
"
blankness,"	blanknesses
"
thelarche,"	thelarches
"
combinatory,"	combinatories
"
sulfamethazine,"	sulfamethazines
"
hectoliter,"	hectoliters
"
overeat,"	overeats
"
fredericksburg,"	fredericksburgs
"
cumbersome,"	cumbersomes
"
barramundi,"	barramundis
"
insalubriousness,"	insalubriousnesses
"
flunky,"	flunkies
"
plasticity,"	plasticities
"
dictation,"	dictations
"
lame,"	lames
"
bacterium,"	bacteria
"
drogheda,"	droghedas
"
zsigmondy,"	zsigmondies
"
bodybuilder,"	bodybuilders
"
cordiality,"	cordialities
"
love,"	love
